2016-06-17 18:02:00,8.8333
2016-06-17 18:04:00,8.8333
2016-06-17 18:06:00,8.8889
2016-06-17 18:08:00,9.0556
2016-06-17 18:10:00,9.3333
2016-06-17 18:12:00,9.6667
2016-06-17 18:14:00,10.0000
2016-06-17 18:16:00,10.3889
2016-06-17 18:18:00,10.7222
2016-06-17 18:20:00,11.0556
2016-06-17 18:22:00,11.2778
2016-06-17 18:24:00,11.4444
2016-06-17 18:26:00,11.5556
2016-06-17 18:28:00,11.5556
2016-06-17 18:30:00,11.4444
2016-06-17 18:32:00,11.3333
2016-06-17 18:34:00,11.1667
2016-06-17 18:36:00,11.0000
2016-06-17 18:38:00,10.8333
2016-06-17 18:40:00,10.7222
2016-06-17 18:42:00,10.6111
2016-06-17 18:44:00,10.6111
2016-06-17 18:46:00,10.6111
2016-06-17 18:48:00,10.6667
2016-06-17 18:50:00,10.7778
2016-06-17 18:52:00,10.9444
2016-06-17 18:54:00,11.0556
2016-06-17 18:56:00,11.2222
2016-06-17 18:58:00,11.3333
2016-06-17 19:00:00,11.3889
2016-06-17 19:02:00,11.5000
2016-06-17 19:04:00,11.5000
2016-06-17 19:06:00,11.5556
2016-06-17 19:08:00,11.6111
2016-06-17 19:10:00,11.6111
2016-06-17 19:12:00,11.6667
2016-06-17 19:14:00,11.7222
2016-06-17 19:16:00,11.8333
2016-06-17 19:18:00,11.8889
2016-06-17 19:20:00,12.0000
2016-06-17 19:22:00,12.1111
2016-06-17 19:24:00,12.1667
2016-06-17 19:26:00,12.2222
2016-06-17 19:28:00,12.2778
2016-06-17 19:30:00,12.2778
2016-06-17 19:32:00,12.2222
2016-06-17 19:34:00,12.1111
2016-06-17 19:36:00,12.0000
2016-06-17 19:38:00,11.8333
2016-06-17 19:40:00,11.7222
2016-06-17 19:42:00,11.5556
2016-06-17 19:44:00,11.3889
2016-06-17 19:46:00,11.2778
2016-06-17 19:48:00,11.1667
2016-06-17 19:50:00,11.1111
2016-06-17 19:52:00,11.1111
2016-06-17 19:54:00,11.0556
2016-06-17 19:56:00,11.0556
2016-06-17 19:58:00,11.0556
2016-06-17 20:00:00,11.0556
2016-06-17 20:02:00,11.0556
2016-06-17 20:04:00,11.0000
2016-06-17 20:06:00,10.9444
2016-06-17 20:08:00,10.8889
2016-06-17 20:10:00,10.7778
2016-06-17 20:12:00,10.6111
2016-06-17 20:14:00,10.4444
2016-06-17 20:16:00,10.2778
2016-06-17 20:18:00,10.1111
2016-06-17 20:20:00,9.9444
2016-06-17 20:22:00,9.7222
2016-06-17 20:24:00,9.5556
2016-06-17 20:26:00,9.3889
2016-06-17 20:28:00,9.2778
2016-06-17 20:30:00,9.1111
2016-06-17 20:32:00,9.0000
2016-06-17 20:34:00,8.8889
2016-06-17 20:36:00,8.8333
2016-06-17 20:38:00,8.7778
2016-06-17 20:40:00,8.7778
2016-06-17 20:42:00,8.8333
2016-06-17 20:44:00,8.8889
2016-06-17 20:46:00,8.9444
2016-06-17 20:48:00,9.0556
2016-06-17 20:50:00,9.1667
2016-06-17 20:52:00,9.3333
2016-06-17 20:54:00,9.5000
2016-06-17 20:56:00,9.6667
2016-06-17 20:58:00,9.8333
2016-06-17 21:00:00,10.0000
2016-06-17 21:02:00,10.1667
2016-06-17 21:04:00,10.2778
2016-06-17 21:06:00,10.3889
2016-06-17 21:08:00,10.5000
