2015-08-14 22:02:00,6.40
2015-08-14 22:04:00,6.40
2015-08-14 22:06:00,6.40
2015-08-14 22:08:00,6.60
2015-08-14 22:10:00,6.60
2015-08-14 22:12:00,6.60
2015-08-14 22:14:00,6.70
2015-08-14 22:16:00,6.70
2015-08-14 22:18:00,6.70
2015-08-14 22:20:00,6.80
2015-08-14 22:22:00,6.80
2015-08-14 22:24:00,6.80
2015-08-14 22:26:00,6.80
2015-08-14 22:28:00,6.80
2015-08-14 22:30:00,6.80
2015-08-14 22:32:00,6.90
2015-08-14 22:34:00,6.90
2015-08-14 22:36:00,6.80
2015-08-14 22:38:00,6.80
2015-08-14 22:40:00,6.80
2015-08-14 22:42:00,6.70
2015-08-14 22:44:00,6.70
2015-08-14 22:46:00,6.70
2015-08-14 22:48:00,6.80
2015-08-14 22:50:00,6.90
2015-08-14 22:52:00,6.90
2015-08-14 22:54:00,6.80
2015-08-14 22:56:00,6.70
2015-08-14 22:58:00,6.70
2015-08-14 23:00:00,6.70
2015-08-14 23:02:00,6.70
2015-08-14 23:04:00,6.70
2015-08-14 23:06:00,6.70
2015-08-14 23:08:00,6.70
2015-08-14 23:10:00,6.70
2015-08-14 23:12:00,6.60
2015-08-14 23:14:00,6.60
2015-08-14 23:16:00,6.60
2015-08-14 23:18:00,6.60
2015-08-14 23:20:00,6.50
2015-08-14 23:22:00,6.40
2015-08-14 23:24:00,6.40
2015-08-14 23:26:00,6.30
2015-08-14 23:28:00,6.30
2015-08-14 23:30:00,6.30
2015-08-14 23:32:00,6.30
2015-08-14 23:34:00,6.20
2015-08-14 23:36:00,6.20
2015-08-14 23:38:00,6.20
2015-08-14 23:40:00,6.20
2015-08-14 23:42:00,6.20
2015-08-14 23:44:00,6.20
2015-08-14 23:46:00,6.10
2015-08-14 23:48:00,6.10
2015-08-14 23:50:00,6.00
2015-08-14 23:52:00,6.00
2015-08-14 23:54:00,6.00
2015-08-14 23:56:00,6.00
2015-08-14 23:58:00,5.90
2015-08-15 00:00:00,5.90
2015-08-15 00:02:00,6.00
